title,genres,keywords,director,cast,budget,revenue,popularity,vote_average,runtime,production_companies,year,month,overview,cast_revenue,director_revenue
The Peanuts Movie,['Animation'],"['based on comic strip', 'family', '3d', 'charlie brown', 'snoopy']",Steve Martino,"['Noah Schnapp', 'Bill Melendez', 'Venus Schultheis', 'Hadley Belle Miller', 'Madisyn Shipman', 'Francesca Capaldi', 'Noah Johnston', 'Alexander Garfin', 'Mariel Sheets', 'A.J. Tecce', 'Marleik Mar Mar Walker', 'Rebecca Bloom', 'Anastasia Bredikhina', 'William Wunsch']",99000000,246233113,34.308098,6.5,88.0,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",2015,11.0,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",205855730.5,561738947.5
The Mummy Returns,"['Adventure', 'Action', 'Fantasy']","['son', 'ancient egypt', 'bracelet']",Stephen Sommers,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo', 'Oded Fehr', 'Dwayne Johnson', 'Freddie Boath', 'Patricia Velásquez', 'Alun Armstrong', 'Adewale Akinnuoye-Agbaje', 'Shaun Parkes', 'Bruce Byron', 'Joe Dixon', 'Thomas Fisher', 'Aharon Ipalé', 'Quill Roberts', 'Donna Air', 'Trevor Lovell', 'Tom Fisher']",98000000,433013274,41.862983,6.0,130.0,"['Universal Pictures', 'Alphaville Films', 'Imhotep Productions']",2001,4.0,"Rick and Evelyn O'Connell, along with their 8 year old son Alex, discover the key to the legendary Scorpion King's might, the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis' otherworldly army.",131943633.15384616,367741145.5
Gangs of New York,"['Drama', 'History', 'Crime']","['fire', 'irish-american', 'immigrant', 'gang war', 'pickpocket', 'ship', 'gang of thieves', 'butcher', 'pig', 'army', 'rescue', 'gang']",Martin Scorsese,"['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz', 'Liam Neeson', 'Brendan Gleeson', 'John C. Reilly', 'Jim Broadbent', 'Roger Ashton-Griffiths', 'David Hemmings', 'Lawrence Gilliard Jr.', 'Michael Byrne', 'Gary Lewis', 'Henry Thomas', 'Barbara Bouchet', 'Brendan Dempsey', 'Nick Bartlett', 'Flaminia Fegarotti', 'Stephen Graham', 'Eddie Marsan', 'Alec McCowen', 'Cara Seymour', 'Rab Affleck', 'Tim Pigott-Smith', 'Sean Gilder', 'David Bamber', 'Lucy Davenport', 'John Sessions', 'Angela Pleasence', 'Martin Scorsese']",100000000,193772504,46.160048,7.1,167.0,"['Miramax Films', 'Initial Entertainment Group (IEG)', 'Alberto Grimaldi Productions']",2002,12.0,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",289831839.53333336,243032484.5
The Flowers of War,"['Drama', 'History', 'War']","['forced prostitution', 'child rape']",Zhang Yimou,"['Christian Bale', 'Ni Ni', 'Tong Dawei', 'Zhang Xinyi', 'Shigeo Kobayashi', 'Atsuro Watabe', 'Shawn Dou', 'Paul Schneider']",94000000,95311434,12.516546,7.1,145.0,"['Beijing New Picture Film Co. Ltd.', 'EDKO Film', 'New Picture Company']",2011,12.0,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",191027264.60869566,136352933.0
Surf's Up,"['Animation', 'Comedy', 'Family']","['sea', 'world cup', 'surfer', 'wave', 'surfboard', 'giant wave', 'world champion', 'idol', 'mockumentary']",Ash Brannon,"['Shia LaBeouf', 'Jeff Bridges', 'Zooey Deschanel', 'Jon Heder', 'James Woods', 'Diedrich Bader', 'Mario Cantone', 'Kelly Slater', 'Sal Masekela', 'Ash Brannon', 'Chris Buck', 'Brian Posehn', 'Rob Machado', 'Dana Belben', 'Reed Buck']",85000000,149044513,23.230851,5.9,85.0,"['Columbia Pictures', 'Sony Pictures Animation']",2007,6.0,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.",377610505.84615386,149044513.0
The Stepford Wives,"['Action', 'Comedy', 'Science Fiction']","['android', 'housewife', 'transformation']",Frank Oz,"['Nicole Kidman', 'Matthew Broderick', 'Bette Midler', 'Glenn Close', 'Christopher Walken', 'Roger Bart', 'David Marshall Grant', 'Jon Lovitz', 'Matt Malloy', 'Kate Shindle', 'Fallon Brooking', 'Robert Stanton', 'Faith Hill', 'Dylan Hartigan', 'Tom Riis Farrell', 'Christopher Evan Welch', 'Lorri Bagley', 'Lisa Masters', 'Jason Kravits', 'Colleen Dunn', 'Andrea Anders', 'KaDee Strickland']",90000000,102000000,19.224754,5.4,93.0,"['Paramount Pictures', 'De Line Pictures', 'DreamWorks Pictures']",2004,6.0,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.",114821533.75,57689976.666666664
Black Hawk Down,"['Action', 'History', 'War']","['prisoners of war', 'wound', 'somalia', 'warlord', 'famine', 'delta force', 'rescue operation']",Ridley Scott,"['Josh Hartnett', 'Ewan McGregor', 'Jason Isaacs', 'Tom Sizemore', 'William Fichtner', 'Eric Bana', 'Ewen Bremner', 'Sam Shepard', 'Tom Hardy', 'Charlie Hofheimer', 'Hugh Dancy', 'Tom Guiry', 'Brian Van Holt', 'Steven Ford', 'Gregory Sporleder', 'Zeljko Ivanek', 'Matthew Marsden', 'Nikolaj Coster-Waldau', 'Orlando Bloom', 'Johnny Strong', 'Kim Coates', 'Glenn Morshower', 'Enrique Murciano', 'Jeremy Piven', 'Brendan Sexton III', 'Carmine Giovinazzo', 'George Harris', 'Razaaq Adoti', 'Treva Etienne', 'Jason Hildebrandt', 'Ron Eldard', 'Ty Burrell', 'Giannina Facio', 'Boyd Kestner']",92000000,172989651,44.455166,7.2,144.0,"['Jerry Bruckheimer Films', 'Revolution Studios', 'Scott Free Productions']",2001,12.0,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",128251798.5,267920473.63636363
Sex and the City 2,"['Comedy', 'Drama', 'Romance']",[],Michael Patrick King,"['Sarah Jessica Parker', 'Kristin Davis', 'Cynthia Nixon', 'Kim Cattrall', 'Chris Noth', 'David Eigenberg', 'Evan Handler', 'Alexandra Fong', 'Parker Fong', 'Mario Cantone', 'Willie Garson', 'Noah Mills', 'Liza Minnelli', 'Billy Stritch', 'Alice Eve', 'Jason Lewis', 'Max Ryan', 'Lynn Cohen', 'Amira Mor', ""Dhaffer L'Abidine"", 'John Corbett', 'Raya Meddine', 'Jennifer Ferrin', 'Tet Wada', 'Tim Gunn', 'Penélope Cruz', 'Miley Cyrus', 'Omid Djalili', 'Tuesday Knight', 'Norm Lewis', 'Megan Boone', 'Neal Bledsoe']",100000000,288347692,18.325897,5.4,146.0,"['New Line Cinema', 'Village Roadshow Pictures', 'Home Box Office (HBO)', 'HBO Films']",2010,5.0,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",118256151.66666667,288347692.0
The Road to El Dorado,"['Adventure', 'Animation', 'Comedy', 'Family']","['gold', 'horse', 'sword fight']",Don Michael Paul,"['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez', 'Armand Assante', 'Edward James Olmos', 'Jim Cummings', 'Frank Welker', 'Tobin Bell', 'Elton John', 'Duncan Marjoribanks', 'Elijah Chiang', 'Cyrus Shaki-Khan']",95000000,76432727,37.054554,7.0,89.0,"['DreamWorks SKG', 'DreamWorks Animation']",2000,3.0,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",212558799.33333334,76432727.0
Ice Age: Continental Drift,"['Animation', 'Comedy', 'Adventure', 'Family']","['blue footed booby', 'prehistoric times', 'melting ice', 'badger', 'elephant seal', 'floating ice', 'land bridge', 'era', 'glaciale', 'deriva']",Steve Martino,"['John Leguizamo', 'Ray Romano', 'Chris Wedge', 'Denis Leary', 'Seann William Scott', 'Jennifer Lopez', 'Queen Latifah', 'Peter Dinklage', 'Nick Frost', 'Josh Gad', 'Nicki Minaj', 'Heather Morris', 'Wanda Sykes', 'Alan Tudyk', 'Rebel Wilson', 'Aziz Ansari', 'Joy Behar', 'Christopher Campbell', 'Jason Harris', 'Keke Palmer', 'Karen Disher', 'Josh Peck', 'Drake', 'Alain Chabat', 'Kunal Nayyar', 'Lucas Leguizamo', 'Allegra Leguizamo', 'Ester Dean', 'Jason Fricchione', 'Ben Gleib', 'George Jacobs', 'James Palumbo', 'Simon Pegg', 'Alexandra Romano', ""Eddie 'Piolin' Sotelo"", 'Patrick Stewart', 'Brian Scott McFadden']",95000000,877244782,65.229868,6.2,88.0,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",2012,6.0,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",197892214.05,561738947.5
Cinderella,"['Romance', 'Fantasy', 'Family', 'Drama']","['cinderella', 'magic', 'prince', 'fairy tale', 'kingdom', 'royalty', 'orphan', 'lost shoe', 'evil stepmother', 'retelling']",Kenneth Branagh,"['Lily James', 'Cate Blanchett', 'Richard Madden', 'Helena Bonham Carter', 'Stellan Skarsgård', 'Holliday Grainger', 'Nonso Anozie', 'Ben Chaplin', 'Hayley Atwell', 'Richard McCabe', 'Rob Brydon', 'Laurie Calvert', 'Leila Wong', 'Nari Blair-Mangat', 'Adetomiwa Edun', 'Joshua McGuire', 'Matthew Steer', 'Ella Smith', 'Elina Alminas', 'Andrew Fitch', 'João Costa Menezes', 'Gino Picciano', 'Charlotte Worwood', 'Zizi Strallen', 'Barrie Martin', 'Georgie-May Tearle', 'Derek Jacobi', 'Sophie McShera', 'Alex MacQueen', 'Melissa Galloway', 'Joseph Kloska', 'Michael Jenn', 'Joe Kennard', ""Josh O'Connor"", 'Eloise Webb', 'Jana Perez', 'Gareth Mason', 'Tom Edden', 'Mimi Ndiweni', 'Laura Elsworthy', 'Ann Davies', 'Gerard Horan', 'Katie West', 'Paul Hunter', 'Daniel Tuite', 'Anjana Vasan', 'Stuart Neal', 'Andy Apollo', 'Jonny Owen-Last', 'Sean Francis George', 'Greg Lockett', 'Bhanu Alley', 'Scherrikar Bell', 'Francesca Bennett', 'Sophie-Anna Brough', 'Arielle Campbell', 'Janet Dawe', 'Robert J. Fraser', 'Riley Halden', 'Monique Geraghty', 'John W.G. Harley', 'Ant Henson', 'Rajesh Kalhan', 'Sayed Kassem', 'Victoria Ann Kenway', 'Alex Marek', 'Henry McCook', 'Bronwyn Pearson', 'Jd Roth-round', 'Julian Seager', 'Sarah Sharman', 'Drew Sheridan-Wheeler', 'Peter Stacey', 'Tom Swacha', 'Dolapo Umar', 'Elliott Wright', 'Craig Mather', 'Alex Gillison']",95000000,543514353,101.187052,6.7,105.0,"['Walt Disney Pictures', 'Genre Films', 'Beagle Pug Films', 'Allison Shearmur Productions']",2015,3.0,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",293707032.0,347796692.6666667
The Lovely Bones,"['Fantasy', 'Drama']","['rape', '1970s', 'evidence', 'tree', 'afterlife', 'loss of daughter', 'serial killer', 'corpse', 'pedophile', 'teenage love', 'grieving', 'childhood sexual abuse', 'based on young adult novel']",Peter Jackson,"['Rachel Weisz', 'Mark Wahlberg', 'Susan Sarandon', 'Saoirse Ronan', 'Stanley Tucci', 'Michael Imperioli', 'Rose McIver', 'Carolyn Dando', 'Christian Thomas Ashdale', 'Reece Ritchie', 'Nikki SooHoo', 'Jake Abel', 'AJ Michalka', 'Tom McCarthy', 'Stink Fisher', 'Andrew James Allen', 'Stefania LaVie Owen']",65000000,93525586,29.257137,6.6,136.0,"['WingNut Films', 'DreamWorks SKG', 'Key Creatives', 'Film4', 'Goldcrest Pictures', 'New Zealand Large Budget Screen Production Grant']",2009,12.0,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",151759817.53846154,811949210.625
Finding Nemo,"['Animation', 'Family']","['father son relationship', 'harbor', 'underwater', 'fish tank', 'great barrier reef', 'missing child', 'aftercreditsstinger', 'duringcreditsstinger', 'short term memory loss', 'clownfish', 'father son reunion', 'protective father']",Andrew Stanton,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Brad Garrett', 'Allison Janney', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis', 'Joe Ranft', 'Geoffrey Rush', 'Andrew Stanton', 'Elizabeth Perkins', 'Nicholas Bird', 'Bob Peterson', 'Barry Humphries', 'Eric Bana', 'Bruce Spence', 'Bill Hunter', 'LuLu Ebeling', 'Jordan Ranft', 'Erica Beck', 'Erik Per Sullivan', 'John Ratzenberger']",94000000,940335536,85.688789,7.6,100.0,['Pixar Animation Studios'],2003,5.0,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",256208586.85714287,581928832.0
The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']","['elves', 'orcs', 'middle-earth (tolkien)', 'based on novel', 'suspicion', 'bravery', 'war', 'honor', 'troll', 'brutality', 'violence', 'ghost', 'end of trilogy', 'quest', 'sword and sorcery']",Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Liv Tyler', 'Orlando Bloom', 'John Rhys-Davies', 'Sean Astin', 'Billy Boyd', 'Dominic Monaghan', 'Andy Serkis', 'Hugo Weaving', 'Ian Holm', 'Bernard Hill', 'Miranda Otto', 'David Wenham', 'Karl Urban', 'John Noble', 'Cate Blanchett', 'Lawrence Makoare', 'Paul Norell', 'Thomas Robins', 'Sarah McLeod', 'Sean Bean', 'Marton Csokas', 'Christopher Lee', 'David Aston', 'Sadwyn Brophy', 'Alistair Browning', 'Ian Hughes']",94000000,1118888979,123.630332,8.1,201.0,"['WingNut Films', 'New Line Cinema']",2003,12.0,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",392357518.0,811949210.625
The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']","['elves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'explosive', 'cave', 'fort', 'army', 'mission', 'attack', 'guide', 'wizard', 'ring', 'sword and sorcery']",Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Liv Tyler', 'Orlando Bloom', 'John Rhys-Davies', 'Christopher Lee', 'Sean Astin', 'Billy Boyd', 'Dominic Monaghan', 'Andy Serkis', 'Hugo Weaving', 'Craig Parker', 'Bernard Hill', 'Brad Dourif', 'Miranda Otto', 'David Wenham', 'Karl Urban', 'Cate Blanchett', 'Olivia Tennet', 'Sean Bean', 'Jed Brophy', 'Calum Gittins', 'John Bach', 'Robbie Magasiva', 'John Noble', 'Robyn Malcolm', 'Bruce Phillips', 'Raymond Trickitt', 'Stephen Ure', 'Nathaniel Lees', 'Sam Comery', 'Bruce Hopkins', 'John Leigh']",79000000,926287400,106.914973,8.0,179.0,"['WingNut Films', 'New Line Cinema', 'The Saul Zaentz Company']",2002,12.0,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",392357518.0,811949210.625
Seventh Son,"['Adventure', 'Fantasy']","['magic', 'chosen one', 'dark fantasy', 'witch hunter', 'evil witch', 'based on young adult novel', 'sword and sorcery']",Sergei Bodrov,"['Jeff Bridges', 'Julianne Moore', 'Ben Barnes', 'Alicia Vikander', 'Kit Harington', 'Djimon Hounsou', 'Olivia Williams', 'Antje Traue', 'Jason Scott Lee', 'David Cubitt', 'Eric Keenleyside', 'Thai-Hoa Le', 'Carmel Amit', 'Gerard Plunkett', 'Jim Shield', 'Timothy Webber', 'Julian Black Antelope', 'Luc Roderique', 'Sean Carey', 'Fraser Aitcheson', 'Zahf Paroo', 'Loyd Catlett', 'Primo Allon', 'Lilah Fitzgerald', 'Taya Clyne', 'Faustino Di Bauda', 'Billy Wickman', 'Duffy', 'Marcel Bridges', 'Yaroslav Poverlo', 'Isabelle Landry', 'Jason Asuncion', 'Joanne Bentley', 'Anthony Welch', 'Brenda McDonald']",95000000,114178613,63.628459,5.2,102.0,"['Legendary Pictures', 'Thunder Road Pictures', 'Outlaw Sinema', 'Moving Picture Company (MPC)', 'Pendle Mountain Productions', 'China Film Co.']",2014,12.0,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",157774378.76923078,70353061.5
Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']","['treasure', 'buddhist monk', 'planetary configuration', 'angkor wat', 'illuminati', 'william blake', 'treasure hunt', 'archaeologist', 'based on video game', 'archeology\xa0']",Simon West,"['Angelina Jolie', 'Jon Voight', 'Iain Glen', 'Noah Taylor', 'Daniel Craig', 'Richard Johnson', 'Chris Barrie', 'Julian Rhind-Tutt', 'Leslie Phillips', 'Robert Phillips', 'Rachel Appleton', 'Henry Wyndham', 'David Cheung', 'David Tse', 'Ayla Amiral', 'Ozzie Yue', 'Wai-Keat Lau', 'Stephanie Burns', 'Carl Chase', 'Richenda Carey', 'Sylvano Clarke', 'Anna Maria Everett', 'Olegar Fedoro']",115000000,274703340,41.498631,5.7,100.0,"['Paramount Pictures', 'Toho-Towa', 'Mutual Film Company', 'Lawrence Gordon Productions', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Eidos Interactive']",2001,6.0,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",263639224.68421054,141484222.8
